id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
138381,Egretta,garzetta,garzetta,birds,Little Egret,Bram Piot,Uganda,"Botanical Gardens Entebbe, Wakisso District",0.064,32.479,1100,flight call,,,field recording,//xeno-canto.org/138381,https://xeno-canto.org/138381/download,XC138381-LittleEgret_Entebbe_20130607_063658_edited.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138381-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138381-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138381-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138381-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138381-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138381-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138381-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:13,06:30,2013-06-07,2013-06-14,"['Ceryle rudis', 'Halcyon senegalensis']",,yes,yes,no,,,no,,,44100
138405,Scopus,umbretta,umbretta,birds,Hamerkop,Bram Piot,Uganda,"Botanical Gardens Entebbe, Wakisso District",0.064,32.479,1100,call,,,field recording,//xeno-canto.org/138405,https://xeno-canto.org/138405/download,XC138405-Hamerkop_Entebbe_20130611_184241_edited.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138405-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138405-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138405-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138405-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138405-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138405-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138405-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:31,18:45,2013-06-11,2013-06-14,['Pycnonotus tricolor'],"Alarm call (?) near breeding site, in hotel garden",yes,yes,no,,,no,,,44100
138404,Scopus,umbretta,umbretta,birds,Hamerkop,Bram Piot,Uganda,"Botanical Gardens Entebbe, Wakisso District",0.064,32.479,1100,call,,,field recording,//xeno-canto.org/138404,https://xeno-canto.org/138404/download,XC138404-Hamerkop_Entebbe_20130609_174645_edited.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138404-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138404-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138404-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138404-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138404-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138404-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138404-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:15,17:45,2013-06-09,2013-06-14,['Chalcomitra senegalensis'],"Near breeding site, in hotel garden",yes,yes,no,,,no,,,44100
285475,Polyboroides,typus,,birds,African Harrier-Hawk,Martin St-Michel,Uganda,"The Neck, Bwindi NP, Kinkiizi, Kanungu, Western Region",-0.9746,29.6881,1500,call,,,field recording,//xeno-canto.org/285475,https://xeno-canto.org/285475/download,XC285475-Neck-2015-02-28-15h55 LS114399.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC285475-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC285475-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC285475-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC285475-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC285475-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC285475-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC285475-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:09,15:55,2015-02-28,2015-10-19,[],Same individual featured in XC270161. Habitat: primary evergreen forest.,no,no,no,,,no,,,44100
270161,Polyboroides,typus,,birds,African Harrier-Hawk,Martin St-Michel,Uganda,"The Neck, Bwindi NP, Kinkiizi, Kanungu, Western Region",-0.9746,29.6881,1500,call,,,field recording,//xeno-canto.org/270161,https://xeno-canto.org/270161/download,XC270161-Neck-2015-02-28-15h52 LS114399.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC270161-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC270161-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC270161-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC270161-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC270161-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC270161-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC270161-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:20,15:52,2015-02-28,2015-08-24,[],Habitat: primary evergreen forest.,no,no,no,,,no,,,44100
138029,Polyboroides,typus,typus,birds,African Harrier-Hawk,Bram Piot,Uganda,"Botanical Gardens Entebbe, Wakisso District",0.064,32.479,1100,call,,,field recording,//xeno-canto.org/138029,https://xeno-canto.org/138029/download,XC138029-AfricanHarrierHawk_Entebbe_20130609_084617_edited.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138029-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138029-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138029-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138029-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138029-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138029-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138029-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:11,08:30,2013-06-09,2013-06-11,"['Pycnonotus tricolor', 'Alopochen aegyptiaca', 'Chrysococcyx cupreus']","I assume it was this species, an adult of which was seen flying into a tree shortly before this recording was made",no,no,no,,,no,,,44100
149326,Stephanoaetus,coronatus,,birds,Crowned Eagle,Phil Gregory,Uganda,"Mubwindi Swamp,  Western Region",-1.1273,29.7375,1900,begging call,,juvenile,field recording,//xeno-canto.org/149326,https://xeno-canto.org/149326/download,XC149326-Crowned Eagle Juv Mubwindi 2:6:12 PG.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC149326-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC149326-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC149326-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC149326-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/wave/XC149326-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/wave/XC149326-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/wave/XC149326-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:20,09:30,2012-06-02,2013-10-01,[],"Calling strongly and seen well, near a nest",yes,yes,no,,,no,,,44100
166379,Polemaetus,bellicosus,,birds,Martial Eagle,Sander Bot,Uganda,"Queen Elizabeth National Park, Bushenyi, Western Region",-0.1379,30.0483,950,call,,,field recording,//xeno-canto.org/166379,https://xeno-canto.org/166379/download,XC166379-MartialEagle24Jan2014QENPUganda.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166379-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166379-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166379-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166379-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC166379-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC166379-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC166379-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:06,?,2014-01-24,2014-02-07,[],Immature bird.,yes,yes,no,,,no,,,44100
739780,Lophaetus,occipitalis,,birds,Long-crested Eagle,Peter Boesman,Uganda,Queen Elizabeth National Park,-0.712,29.6301,,call,,,field recording,//xeno-canto.org/739780,https://xeno-canto.org/739780/download,XC739780-LS_51120 Long-crested Eagle Q call B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739780-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739780-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739780-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739780-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739780-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739780-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739780-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:35,16:00,2022-06-23,2022-07-27,[],Presumably this species. Calling bird not seen but an adult of the same species was at close range. Possibly juvenile begging call.,unknown,unknown,unknown,,,no,,,48000
740059,Urotriorchis,macrourus,,birds,Long-tailed Hawk,Peter Boesman,Uganda,"Semuliki National Park, Bundibugyo, Western Region",0.8043,30.0946,,call,,,field recording,//xeno-canto.org/740059,https://xeno-canto.org/740059/download,XC740059-LS_51033 Long-tailed Hawk call A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740059-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740059-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740059-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740059-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740059-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740059-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740059-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:44,17:00,2022-06-21,2022-07-27,[],Calls of at least two birds.,unknown,unknown,unknown,,,no,,,48000
740058,Urotriorchis,macrourus,,birds,Long-tailed Hawk,Peter Boesman,Uganda,"Semuliki National Park, Bundibugyo, Western Region",0.8043,30.0946,,call,,,field recording,//xeno-canto.org/740058,https://xeno-canto.org/740058/download,XC740058-LS_51032 Long-tailed Hawk calls A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740058-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740058-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740058-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740058-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740058-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740058-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740058-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:00,17:00,2022-06-21,2022-07-27,[],Calls of at least two birds.,unknown,unknown,unknown,,,no,,,48000
740055,Urotriorchis,macrourus,,birds,Long-tailed Hawk,Peter Boesman,Uganda,"Semuliki National Park, Bundibugyo, Western Region",0.8043,30.0946,,call,,,field recording,//xeno-canto.org/740055,https://xeno-canto.org/740055/download,XC740055-LS_51030 Long-tailed Hawk calls A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740055-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740055-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740055-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740055-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740055-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740055-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740055-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,2:46,17:00,2022-06-21,2022-07-27,[],Calls of at least two birds.,unknown,unknown,unknown,,,no,,,48000
740056,Urotriorchis,macrourus,,birds,Long-tailed Hawk,Peter Boesman,Uganda,"Semuliki National Park, Bundibugyo, Western Region",0.8043,30.0946,,call,,,field recording,//xeno-canto.org/740056,https://xeno-canto.org/740056/download,XC740056-LS_51031 Long-tailed Hawk calls B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740056-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740056-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740056-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC740056-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740056-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740056-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC740056-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:59,17:00,2022-06-21,2022-07-27,[],Calls of at least two birds.,unknown,unknown,unknown,,,no,,,48000
739364,Accipiter,tachiro,,birds,African Goshawk,Peter Boesman,Uganda,"Kibale National Park, Western Region",0.4698,30.3672,,call,,,field recording,//xeno-canto.org/739364,https://xeno-canto.org/739364/download,XC739364-LS_50914 African Goshawk call A Oriole song B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739364-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739364-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739364-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739364-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739364-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739364-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739364-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:21,08:00,2022-06-20,2022-07-27,['Oriolus larvatus'],,unknown,unknown,unknown,,,no,,,48000
664412,Accipiter,badius,,birds,Shikra,david thorns,Uganda,"Budongo forest, Royal Mile, Bujenje (near  Masindi), Masindi, Western Region",1.7112,31.5421,1100,"alarm call, call",male,,field recording,//xeno-canto.org/664412,https://xeno-canto.org/664412/download,XC664412-LS100652-shikra.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/ffts/XC664412-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/ffts/XC664412-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/ffts/XC664412-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/ffts/XC664412-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/wave/XC664412-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/wave/XC664412-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TWPCJOTWKA/wave/XC664412-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:12,08:30,2014-11-26,2021-07-22,[],A perched bird calling before eating freshly caught prey.,yes,yes,no,,,no,,,44100
116727,Accipiter,minullus,minullus,birds,Little Sparrowhawk,Rory Nefdt,Uganda,"Lake Victoria Serena Resort, Kyadondo, Mpigi, Central Region",0.2046,32.5836,1200,call,,,field recording,//xeno-canto.org/116727,https://xeno-canto.org/116727/download,XC116727-2_Little_Sparrowhawk_VictoriaSerene_Uganda_17Dec12_1725.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/QUBGGKWQNN/ffts/XC116727-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QUBGGKWQNN/ffts/XC116727-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QUBGGKWQNN/ffts/XC116727-large.png', 'full': '//xeno-canto.org/sounds/uploaded/QUBGGKWQNN/ffts/XC116727-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/QUBGGKWQNN/wave/XC116727-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QUBGGKWQNN/wave/XC116727-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QUBGGKWQNN/wave/XC116727-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:05,17:30,2012-12-17,2013-01-06,[],In hotel garden,yes,yes,no,,,no,,,44100
608238,Accipiter,melanoleucus,,birds,Black Sparrowhawk,Phil Gregory,Uganda,"Buhoma, Bwindi Impenetrable Forest",-1.0806,29.6614,2300,,,juvenile,field recording,//xeno-canto.org/608238,https://xeno-canto.org/608238/download,XC608238-Black Sparrowhawk imm Bwindi May 22 2018 edit PG1666.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC608238-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC608238-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC608238-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC608238-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/wave/XC608238-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/wave/XC608238-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/wave/XC608238-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:50,16:00,2018-05-22,2020-12-12,[],An immature calling near the Park HQ and flying across the road later,yes,yes,no,,,no,,,44100
783396,Haliaeetus,vocifer,,birds,African Fish Eagle,Marcin Sołowiej,Uganda,Lake Mburo National Park,-0.6567,30.9237,1300,call,,,field recording,//xeno-canto.org/783396,https://xeno-canto.org/783396/download,XC783396-Af-Fish-Eagle_Uganda_130704_15.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC783396-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC783396-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC783396-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC783396-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/wave/XC783396-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/wave/XC783396-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/wave/XC783396-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:23,08:30,2012-07-04,2023-03-01,[],,yes,yes,no,,,no,Sony PCM-M10,,44100
782870,Haliaeetus,vocifer,,birds,African Fish Eagle,Marcin Sołowiej,Uganda,Lake Mburo National Park,-0.6567,30.9237,1300,call,,,field recording,//xeno-canto.org/782870,https://xeno-canto.org/782870/download,XC782870-Af-Fish-Eagle_Hadada_130704_14.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC782870-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC782870-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC782870-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC782870-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/wave/XC782870-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/wave/XC782870-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/wave/XC782870-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:13,10:30,2013-07-04,2023-02-26,[],,yes,yes,no,,,no,Sony PCM-M10,,44100
282069,Haliaeetus,vocifer,,birds,African Fish Eagle,Rolf A. de By,Uganda,Lake Mburo National Park,-0.66,30.92,1265,call,,,field recording,//xeno-canto.org/282069,https://xeno-canto.org/282069/download,XC282069-rdb_13092015_1203_African_Fish_Eagle.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282069-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282069-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282069-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282069-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/wave/XC282069-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/wave/XC282069-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/wave/XC282069-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,12:03,2015-09-13,2015-09-20,[],,no,no,no,,,no,,,44100
253031,Haliaeetus,vocifer,,birds,African Fish Eagle,Martin St-Michel,Uganda,"Queen Elizabeth National Park, Bushenyi, Western Region",-0.1379,30.0483,950,song,,,field recording,//xeno-canto.org/253031,https://xeno-canto.org/253031/download,XC253031-Queen-2015-03-04-05h42 LS114618.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC253031-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC253031-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC253031-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC253031-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC253031-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC253031-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC253031-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:08,05:42,2015-03-04,2015-06-17,[],"Habitat: lake, garden, shrubland.",no,no,no,,,no,,,44100
227660,Haliaeetus,vocifer,,birds,African Fish Eagle,Martin St-Michel,Uganda,"Lake Mburo National Park, Kiruhura, Western Region",-0.5968,31.0106,1300,call,,,field recording,//xeno-canto.org/227660,https://xeno-canto.org/227660/download,XC227660-Haliaeetus vocifer (Mburo-2015-02-23-07h32) LS114130.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC227660-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC227660-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC227660-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC227660-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC227660-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC227660-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC227660-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:06,07:32,2015-02-23,2015-03-23,[],"Habitat: lake, accacia savanna.",no,no,no,,,no,,,44100
274009,Haliaeetus,vocifer,,birds,African Fish Eagle,Martin St-Michel,Uganda,"Kirimia, Semuliki National Park, Bundibugyo, Western Region",0.8233,30.09,700,flight call,,,field recording,//xeno-canto.org/274009,https://xeno-canto.org/274009/download,XC274009-kirimia-2015-03-07-08h35 LS114837.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC274009-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC274009-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC274009-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC274009-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC274009-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC274009-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC274009-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:13,08:34,2015-03-07,2015-08-27,[],Calling in flight over the forest. Habitat: primary evergreen forest.,no,no,no,,,no,,,44100
282070,Haliaeetus,vocifer,,birds,African Fish Eagle,Rolf A. de By,Uganda,Lake Mburo National Park,-0.66,30.92,1265,call,,,field recording,//xeno-canto.org/282070,https://xeno-canto.org/282070/download,XC282070-rdb_13092015_1207_African_Fish_Eagle.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282070-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282070-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282070-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC282070-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/wave/XC282070-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/wave/XC282070-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/wave/XC282070-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,E,1:44,12:07,2015-09-13,2015-09-20,[],,no,no,no,,,no,,,44100
